chr	start	end	coverage	methylation_level	type
chr1	148399	148400	32	1.0	notable-DMR
chr1	148435	148436	31	0.5133	notable-DMR
chr1	148478	148479	33	0.6801	notable-DMR
chr1	148520	148521	20	0.9202	notable-DMR
chr1	148552	148553	25	0.9004	notable-DMR
chr1	148567	148568	19	0.548	notable-DMR
chr1	148617	148618	32	1.0	notable-DMR
chr1	148666	148667	27	0.591	notable-DMR
chr1	148700	148701	30	0.6776	notable-DMR
chr1	148727	148728	27	1.0	notable-DMR
chr1	148749	148750	37	1.0	notable-DMR
chr1	148793	148794	31	1.0	notable-DMR
chr1	148808	148809	29	0.746	notable-DMR
chr1	148844	148845	30	1.0	notable-DMR
chr1	148855	148856	31	0.576	notable-DMR
chr1	148905	148906	35	1.0	notable-DMR
chr1	149005	149006	31	1.0	notable-DMR
chr1	149105	149106	29	1.0	notable-DMR
chr1	149205	149206	34	1.0	notable-DMR
chr1	149305	149306	25	0.7888	notable-DMR
chr1	149361	149362	27	0.833	flank-DMR
chr1	149391	149392	36	1.0	flank-DMR
