chr	start	end	coverage	methylation_level	type
chr1	148399	148400	35	1.0	notable-DMR
chr1	148435	148436	29	0.6234	notable-DMR
chr1	148478	148479	26	1.0	notable-DMR
chr1	148520	148521	34	1.0	notable-DMR
chr1	148552	148553	40	1.0	notable-DMR
chr1	148567	148568	32	1.0	notable-DMR
chr1	148617	148618	36	0.7633	notable-DMR
chr1	148666	148667	26	1.0	notable-DMR
chr1	148700	148701	30	0.8558	notable-DMR
chr1	148727	148728	25	0.529	notable-DMR
chr1	148749	148750	21	1.0	notable-DMR
chr1	148793	148794	23	1.0	notable-DMR
chr1	148808	148809	42	1.0	notable-DMR
chr1	148844	148845	31	0.9328	notable-DMR
chr1	148855	148856	24	1.0	notable-DMR
chr1	148905	148906	42	0.57	notable-DMR
chr1	149005	149006	31	0.9064	notable-DMR
chr1	149105	149106	33	0.9029	notable-DMR
chr1	149205	149206	38	1.0	notable-DMR
chr1	149305	149306	34	1.0	notable-DMR
chr1	149361	149362	30	0.7055	flank-DMR
chr1	149391	149392	29	1.0	flank-DMR
