chr	start	end	coverage	methylation_level	type
chr1	148399	148400	19	1.0	notable-DMR
chr1	148435	148436	31	0.263	notable-DMR
chr1	148478	148479	21	0.7102	notable-DMR
chr1	148520	148521	21	0.3942	notable-DMR
chr1	148552	148553	25	0.5693	notable-DMR
chr1	148567	148568	29	0.6588	notable-DMR
chr1	148617	148618	38	1.0	notable-DMR
chr1	148666	148667	28	0.8845	notable-DMR
chr1	148700	148701	38	0.289	notable-DMR
chr1	148727	148728	29	0.734	notable-DMR
chr1	148749	148750	25	0.301	notable-DMR
chr1	148793	148794	27	0.6151	notable-DMR
chr1	148808	148809	34	0.309	notable-DMR
chr1	148844	148845	32	0.3976	notable-DMR
chr1	148855	148856	32	1.0	notable-DMR
chr1	148905	148906	25	1.0	notable-DMR
chr1	149005	149006	32	0.5923	notable-DMR
chr1	149105	149106	32	0.9849	notable-DMR
chr1	149205	149206	26	0.238	notable-DMR
chr1	149305	149306	24	0.4753	notable-DMR
chr1	149361	149362	26	1.0	flank-DMR
chr1	149391	149392	32	0.9341	flank-DMR
