chr	start	end	coverage	methylation_level	type
chr1	101386	101387	29	0.1477	good-DMR
chr1	101425	101426	27	0.1312	good-DMR
chr1	101464	101465	29	0.2984	good-DMR
chr1	101481	101482	42	0.0925	good-DMR
chr1	101529	101530	27	0.3412	good-DMR
chr1	101544	101545	33	0.3443	good-DMR
chr1	101594	101595	32	0.117	good-DMR
chr1	101610	101611	32	0.1734	good-DMR
chr1	101637	101638	34	0.1034	good-DMR
chr1	101687	101688	35	0.1395	good-DMR
chr1	101719	101720	36	0.1514	good-DMR
chr1	101764	101765	29	0.0993	good-DMR
chr1	101805	101806	36	0.0912	good-DMR
chr1	101808	101809	31	0.2103	good-DMR
chr1	101908	101909	30	0.1289	good-DMR
chr1	101984	101985	30	0.1413	good-DMR
chr1	102084	102085	23	0.1473	good-DMR
chr1	102134	102135	33	0.1842	good-DMR
chr1	102188	102189	28	0.273	flank-DMR
chr1	102314	102315	31	0.2269	flank-DMR
chr1	102356	102357	29	0.114	flank-DMR
chr1	102456	102457	33	0.1733	flank-DMR
chr1	102472	102473	27	0.1127	flank-DMR
chr1	102478	102479	35	0.0487	flank-DMR
chr1	102498	102499	30	0.206	flank-DMR
chr1	102504	102505	35	0.0238	flank-DMR
chr1	102620	102621	27	0.2289	flank-DMR
