chr	start	end	coverage	methylation_level	type
chr1	139855	139856	27	0.8581	non-DMR
chr1	139905	139906	30	0.8515	non-DMR
chr1	139923	139924	20	0.7163	non-DMR
chr1	139952	139953	32	0.6775	non-DMR
chr1	139975	139976	21	0.7969	non-DMR
chr1	139999	140000	23	0.8018	non-DMR
chr1	140035	140036	23	0.7995	non-DMR
chr1	140056	140057	26	0.8778	non-DMR
chr1	140083	140084	33	0.8714	non-DMR
chr1	140104	140105	26	0.7939	non-DMR
chr1	140145	140146	27	0.8071	non-DMR
chr1	140195	140196	25	0.831	non-DMR
chr1	140245	140246	36	0.563	non-DMR
chr1	140264	140265	32	0.6982	non-DMR
chr1	140288	140289	38	0.6322	non-DMR
chr1	140317	140318	28	0.6836	non-DMR
chr1	140332	140333	31	0.8756	non-DMR
chr1	140344	140345	24	0.6571	non-DMR
chr1	140444	140445	25	0.7207	non-DMR
chr1	140543	140544	30	0.8493	non-DMR
chr1	140637	140638	32	0.8294	non-DMR
chr1	140704	140705	23	0.6069	non-DMR
chr1	140785	140786	24	0.9272	non-DMR
chr1	140815	140816	33	0.8832	flank-DMR
