chr	start	end	coverage	methylation_level	type
chr1	139855	139856	30	0.8337	non-DMR
chr1	139905	139906	29	0.7051	non-DMR
chr1	139923	139924	27	0.6593	non-DMR
chr1	139952	139953	30	0.5117	non-DMR
chr1	139975	139976	32	0.8099	non-DMR
chr1	139999	140000	31	0.7858	non-DMR
chr1	140035	140036	37	0.7435	non-DMR
chr1	140056	140057	29	0.7391	non-DMR
chr1	140104	140105	30	0.7186	non-DMR
chr1	140145	140146	24	0.7105	non-DMR
chr1	140195	140196	24	0.8561	non-DMR
chr1	140245	140246	31	0.623	non-DMR
chr1	140264	140265	30	0.6142	non-DMR
chr1	140288	140289	34	0.5537	non-DMR
chr1	140317	140318	37	0.6921	non-DMR
chr1	140332	140333	28	0.8516	non-DMR
chr1	140344	140345	34	0.6213	non-DMR
chr1	140444	140445	30	0.7234	non-DMR
chr1	140543	140544	27	0.7768	non-DMR
chr1	140637	140638	36	0.7232	non-DMR
chr1	140704	140705	30	0.6696	non-DMR
chr1	140785	140786	36	0.8401	non-DMR
chr1	140815	140816	18	0.8955	flank-DMR
