chr	start	end	coverage	methylation_level	type
chr1	172020	172021	48	0.8234	sub-DMR
chr1	172070	172071	31	0.7186	sub-DMR
chr1	172110	172111	31	0.5873	sub-DMR
chr1	172129	172130	32	0.7397	sub-DMR
chr1	172144	172145	38	0.6845	sub-DMR
chr1	172194	172195	28	0.6612	sub-DMR
chr1	172221	172222	33	0.8894	sub-DMR
chr1	172254	172255	33	0.9105	sub-DMR
chr1	172286	172287	23	0.7889	sub-DMR
chr1	172326	172327	30	0.7942	sub-DMR
chr1	172341	172342	32	0.6699	sub-DMR
chr1	172376	172377	27	0.8117	sub-DMR
chr1	172397	172398	27	0.8736	sub-DMR
chr1	172423	172424	21	0.8377	sub-DMR
chr1	172446	172447	30	0.8189	sub-DMR
chr1	172466	172467	32	0.5906	sub-DMR
chr1	172481	172482	26	0.7181	sub-DMR
chr1	172503	172504	38	0.6577	sub-DMR
chr1	172540	172541	39	0.666	sub-DMR
chr1	172573	172574	26	0.75	sub-DMR
chr1	172673	172674	37	0.8615	sub-DMR
chr1	172723	172724	38	0.8651	sub-DMR
chr1	172823	172824	31	0.7312	sub-DMR
chr1	172923	172924	27	0.8799	sub-DMR
chr1	172975	172976	26	0.7342	sub-DMR
chr1	173025	173026	34	0.6645	sub-DMR
chr1	173125	173126	37	0.7168	sub-DMR
chr1	173195	173196	37	0.6058	flank-DMR
chr1	173267	173268	31	0.741	flank-DMR
chr1	173289	173290	24	0.802	flank-DMR
chr1	173299	173300	32	0.6656	flank-DMR
chr1	173357	173358	34	0.7947	flank-DMR
chr1	173491	173492	37	0.539	flank-DMR
chr1	173529	173530	27	0.7234	flank-DMR
chr1	173569	173570	24	0.6366	flank-DMR
chr1	173599	173600	30	0.8174	flank-DMR
