chr	start	end	coverage	methylation_level	type
chr1	172020	172021	31	0.6913	sub-DMR
chr1	172070	172071	26	0.7447	sub-DMR
chr1	172110	172111	31	0.6047	sub-DMR
chr1	172129	172130	27	0.6751	sub-DMR
chr1	172144	172145	36	0.6379	sub-DMR
chr1	172194	172195	37	0.7339	sub-DMR
chr1	172221	172222	39	0.8626	sub-DMR
chr1	172254	172255	29	0.4409	sub-DMR
chr1	172286	172287	31	0.4942	sub-DMR
chr1	172326	172327	31	0.5281	sub-DMR
chr1	172341	172342	34	0.3499	sub-DMR
chr1	172376	172377	28	0.4605	sub-DMR
chr1	172397	172398	27	0.5682	sub-DMR
chr1	172423	172424	27	0.583	sub-DMR
chr1	172446	172447	33	0.5362	sub-DMR
chr1	172466	172467	24	0.6074	sub-DMR
chr1	172481	172482	33	0.6579	sub-DMR
chr1	172503	172504	31	0.7464	sub-DMR
chr1	172540	172541	28	0.6902	sub-DMR
chr1	172573	172574	33	0.6282	sub-DMR
chr1	172673	172674	32	0.8553	sub-DMR
chr1	172723	172724	38	0.8368	sub-DMR
chr1	172823	172824	26	0.6721	sub-DMR
chr1	172923	172924	24	0.8425	sub-DMR
chr1	172975	172976	32	0.6293	sub-DMR
chr1	173025	173026	21	0.7584	sub-DMR
chr1	173125	173126	31	0.702	sub-DMR
chr1	173195	173196	30	0.7513	flank-DMR
chr1	173267	173268	34	0.7398	flank-DMR
chr1	173289	173290	26	0.85	flank-DMR
chr1	173299	173300	32	0.6911	flank-DMR
chr1	173357	173358	30	0.7745	flank-DMR
chr1	173491	173492	27	0.5304	flank-DMR
chr1	173529	173530	34	0.6154	flank-DMR
chr1	173569	173570	29	0.5898	flank-DMR
chr1	173599	173600	30	0.8257	flank-DMR
