chr	start	end	coverage	methylation_level	type
chr1	172020	172021	26	0.7513	sub-DMR
chr1	172070	172071	33	0.6855	sub-DMR
chr1	172110	172111	37	0.7509	sub-DMR
chr1	172129	172130	39	0.7322	sub-DMR
chr1	172144	172145	32	0.668	sub-DMR
chr1	172194	172195	32	0.7925	sub-DMR
chr1	172221	172222	30	0.8547	sub-DMR
chr1	172254	172255	41	0.8951	sub-DMR
chr1	172286	172287	24	0.8327	sub-DMR
chr1	172326	172327	25	0.8171	sub-DMR
chr1	172341	172342	22	0.7062	sub-DMR
chr1	172376	172377	24	0.7004	sub-DMR
chr1	172397	172398	22	0.7819	sub-DMR
chr1	172423	172424	28	0.9535	sub-DMR
chr1	172446	172447	26	0.791	sub-DMR
chr1	172466	172467	27	0.5956	sub-DMR
chr1	172481	172482	32	0.7822	sub-DMR
chr1	172503	172504	28	0.7328	sub-DMR
chr1	172540	172541	22	0.8171	sub-DMR
chr1	172573	172574	22	0.6418	sub-DMR
chr1	172673	172674	31	0.9093	sub-DMR
chr1	172723	172724	25	0.7372	sub-DMR
chr1	172823	172824	34	0.7521	sub-DMR
chr1	172923	172924	33	0.9025	sub-DMR
chr1	172975	172976	32	0.7337	sub-DMR
chr1	173025	173026	31	0.6795	sub-DMR
chr1	173125	173126	38	0.6575	sub-DMR
chr1	173195	173196	27	0.6658	flank-DMR
chr1	173267	173268	32	0.7438	flank-DMR
chr1	173289	173290	38	0.8888	flank-DMR
chr1	173299	173300	25	0.7514	flank-DMR
chr1	173357	173358	29	0.7983	flank-DMR
chr1	173491	173492	39	0.5573	flank-DMR
chr1	173529	173530	34	0.6491	flank-DMR
chr1	173569	173570	31	0.5716	flank-DMR
chr1	173599	173600	33	0.7846	flank-DMR
