chr	start	end	coverage	methylation_level	type
chr1	172020	172021	30	0.9324	sub-DMR
chr1	172070	172071	33	0.8351	sub-DMR
chr1	172110	172111	31	0.6261	sub-DMR
chr1	172129	172130	40	0.8198	sub-DMR
chr1	172144	172145	41	0.7234	sub-DMR
chr1	172194	172195	27	0.6672	sub-DMR
chr1	172221	172222	28	0.8371	sub-DMR
chr1	172254	172255	25	0.7473	sub-DMR
chr1	172286	172287	26	0.8447	sub-DMR
chr1	172326	172327	28	0.782	sub-DMR
chr1	172341	172342	37	0.6503	sub-DMR
chr1	172376	172377	36	0.7083	sub-DMR
chr1	172397	172398	26	0.8716	sub-DMR
chr1	172423	172424	22	0.7648	sub-DMR
chr1	172446	172447	28	0.7553	sub-DMR
chr1	172466	172467	29	0.6244	sub-DMR
chr1	172481	172482	32	0.7054	sub-DMR
chr1	172503	172504	28	0.7765	sub-DMR
chr1	172540	172541	30	0.7574	sub-DMR
chr1	172573	172574	17	0.7414	sub-DMR
chr1	172673	172674	26	0.9008	sub-DMR
chr1	172723	172724	44	0.8296	sub-DMR
chr1	172823	172824	23	0.8251	sub-DMR
chr1	172923	172924	29	0.7899	sub-DMR
chr1	172975	172976	34	0.8083	sub-DMR
chr1	173025	173026	33	0.7328	sub-DMR
chr1	173125	173126	40	0.6736	sub-DMR
chr1	173195	173196	40	0.7215	flank-DMR
chr1	173267	173268	22	0.7581	flank-DMR
chr1	173289	173290	20	0.8405	flank-DMR
chr1	173299	173300	30	0.6553	flank-DMR
chr1	173357	173358	31	0.8024	flank-DMR
chr1	173491	173492	34	0.6284	flank-DMR
chr1	173529	173530	26	0.6424	flank-DMR
chr1	173569	173570	31	0.7097	flank-DMR
chr1	173599	173600	29	0.7588	flank-DMR
