chr	start	end	coverage	methylation_level	type
chr1	172020	172021	28	0.8384	sub-DMR
chr1	172070	172071	32	0.6508	sub-DMR
chr1	172110	172111	24	0.6436	sub-DMR
chr1	172129	172130	29	0.6826	sub-DMR
chr1	172144	172145	30	0.6171	sub-DMR
chr1	172194	172195	34	0.7455	sub-DMR
chr1	172221	172222	38	0.8767	sub-DMR
chr1	172254	172255	26	0.4111	sub-DMR
chr1	172286	172287	32	0.5537	sub-DMR
chr1	172326	172327	35	0.4013	sub-DMR
chr1	172341	172342	24	0.3939	sub-DMR
chr1	172376	172377	37	0.3931	sub-DMR
chr1	172397	172398	29	0.5959	sub-DMR
chr1	172423	172424	32	0.6347	sub-DMR
chr1	172446	172447	22	0.4947	sub-DMR
chr1	172466	172467	24	0.6664	sub-DMR
chr1	172481	172482	34	0.7607	sub-DMR
chr1	172503	172504	26	0.634	sub-DMR
chr1	172540	172541	36	0.6739	sub-DMR
chr1	172573	172574	32	0.7097	sub-DMR
chr1	172673	172674	21	0.806	sub-DMR
chr1	172723	172724	32	0.808	sub-DMR
chr1	172823	172824	31	0.7361	sub-DMR
chr1	172923	172924	31	0.8762	sub-DMR
chr1	172975	172976	29	0.7393	sub-DMR
chr1	173025	173026	23	0.7799	sub-DMR
chr1	173125	173126	28	0.6989	sub-DMR
chr1	173195	173196	28	0.7483	flank-DMR
chr1	173267	173268	25	0.8632	flank-DMR
chr1	173289	173290	26	0.8055	flank-DMR
chr1	173299	173300	41	0.6658	flank-DMR
chr1	173357	173358	24	0.7484	flank-DMR
chr1	173491	173492	30	0.5488	flank-DMR
chr1	173529	173530	23	0.733	flank-DMR
chr1	173569	173570	27	0.5597	flank-DMR
chr1	173599	173600	33	0.7261	flank-DMR
