chr	start	end	coverage	methylation_level	type
chr1	172020	172021	20	0.7155	sub-DMR
chr1	172070	172071	27	0.7327	sub-DMR
chr1	172110	172111	24	0.6513	sub-DMR
chr1	172129	172130	34	0.5976	sub-DMR
chr1	172144	172145	24	0.5863	sub-DMR
chr1	172194	172195	32	0.7319	sub-DMR
chr1	172221	172222	29	0.7896	sub-DMR
chr1	172254	172255	25	0.5505	sub-DMR
chr1	172286	172287	41	0.5595	sub-DMR
chr1	172326	172327	27	0.4034	sub-DMR
chr1	172341	172342	21	0.3679	sub-DMR
chr1	172376	172377	18	0.457	sub-DMR
chr1	172397	172398	27	0.6236	sub-DMR
chr1	172423	172424	31	0.6139	sub-DMR
chr1	172446	172447	21	0.5316	sub-DMR
chr1	172466	172467	27	0.6572	sub-DMR
chr1	172481	172482	27	0.7319	sub-DMR
chr1	172503	172504	36	0.6104	sub-DMR
chr1	172540	172541	35	0.762	sub-DMR
chr1	172573	172574	35	0.7225	sub-DMR
chr1	172673	172674	29	0.8472	sub-DMR
chr1	172723	172724	35	0.7958	sub-DMR
chr1	172823	172824	28	0.7369	sub-DMR
chr1	172923	172924	29	0.7379	sub-DMR
chr1	172975	172976	30	0.7666	sub-DMR
chr1	173025	173026	21	0.63	sub-DMR
chr1	173125	173126	33	0.6935	sub-DMR
chr1	173195	173196	28	0.788	flank-DMR
chr1	173267	173268	25	0.9073	flank-DMR
chr1	173289	173290	26	0.8601	flank-DMR
chr1	173299	173300	34	0.5635	flank-DMR
chr1	173357	173358	23	0.7655	flank-DMR
chr1	173491	173492	27	0.6942	flank-DMR
chr1	173529	173530	35	0.6567	flank-DMR
chr1	173569	173570	20	0.529	flank-DMR
chr1	173599	173600	28	0.7383	flank-DMR
