chr	start	end	coverage	methylation_level	type
chr1	212595	212596	22	0.8696	non-DMR
chr1	212611	212612	20	0.809	non-DMR
chr1	212650	212651	29	0.8185	non-DMR
chr1	212697	212698	30	0.8559	non-DMR
chr1	212740	212741	40	0.8063	non-DMR
chr1	212790	212791	26	0.8589	non-DMR
chr1	212806	212807	32	0.622	non-DMR
chr1	212843	212844	36	0.8065	non-DMR
chr1	212893	212894	34	0.7981	non-DMR
chr1	212943	212944	35	0.8803	non-DMR
chr1	212983	212984	29	0.9333	non-DMR
chr1	213033	213034	28	0.8245	non-DMR
chr1	213055	213056	21	0.928	non-DMR
chr1	213070	213071	30	0.7766	non-DMR
chr1	213102	213103	29	1.0	non-DMR
chr1	213200	213201	27	0.9395	non-DMR
chr1	213299	213300	31	0.8937	non-DMR
chr1	213399	213400	26	0.9123	non-DMR
chr1	213472	213473	28	0.7157	non-DMR
chr1	213572	213573	34	0.8487	non-DMR
chr1	213640	213641	29	0.8819	flank-DMR
chr1	213668	213669	30	0.8312	flank-DMR
