chr	start	end	coverage	methylation_level	type
chr1	171029	171030	30	0.8138	non-DMR
chr1	171054	171055	32	0.6891	non-DMR
chr1	171082	171083	37	0.6837	non-DMR
chr1	171110	171111	29	0.5792	non-DMR
chr1	171152	171153	29	0.7324	non-DMR
chr1	171172	171173	36	0.6188	non-DMR
chr1	171196	171197	20	0.6415	non-DMR
chr1	171211	171212	30	0.7678	non-DMR
chr1	171229	171230	32	0.6195	non-DMR
chr1	171256	171257	36	0.6634	non-DMR
chr1	171280	171281	27	0.6738	non-DMR
chr1	171295	171296	26	0.7286	non-DMR
chr1	171334	171335	37	0.7746	non-DMR
chr1	171353	171354	29	0.6709	non-DMR
chr1	171368	171369	28	0.6158	non-DMR
chr1	171404	171405	36	0.7411	non-DMR
chr1	171450	171451	28	0.7074	non-DMR
chr1	171465	171466	28	0.6043	non-DMR
chr1	171507	171508	25	0.6466	non-DMR
chr1	171534	171535	39	0.6946	non-DMR
chr1	171541	171542	30	0.6685	non-DMR
chr1	171592	171593	26	0.7805	non-DMR
chr1	171683	171684	33	0.7635	non-DMR
chr1	171778	171779	34	0.7917	non-DMR
chr1	171878	171879	32	0.6275	non-DMR
chr1	171978	171979	33	0.592	non-DMR
chr1	172014	172015	36	0.6701	flank-DMR
