chr	start	end	coverage	methylation_level	type
chr1	160625	160626	30	0.1066	non-DMR
chr1	160640	160641	18	0.2555	non-DMR
chr1	160689	160690	42	0.0774	non-DMR
chr1	160739	160740	24	0.0988	non-DMR
chr1	160758	160759	29	0.0891	non-DMR
chr1	160777	160778	33	0.0686	non-DMR
chr1	160795	160796	32	0.1474	non-DMR
chr1	160832	160833	26	0.1768	non-DMR
chr1	160882	160883	42	0.1029	non-DMR
chr1	160897	160898	27	0.1017	non-DMR
chr1	160915	160916	18	0.2383	non-DMR
chr1	160939	160940	20	0.05	non-DMR
chr1	160971	160972	26	0.2602	non-DMR
chr1	161001	161002	36	0.0875	non-DMR
chr1	161033	161034	30	0.2178	non-DMR
chr1	161049	161050	37	0.0913	non-DMR
chr1	161069	161070	29	0.0677	non-DMR
chr1	161099	161100	36	0.228	non-DMR
chr1	161145	161146	22	0.0441	non-DMR
chr1	161163	161164	24	0.0239	non-DMR
chr1	161196	161197	29	0.0694	non-DMR
chr1	161218	161219	27	0.0927	non-DMR
chr1	161234	161235	24	0.0949	non-DMR
chr1	161249	161250	33	0.0532	non-DMR
chr1	161349	161350	30	0.0901	non-DMR
chr1	161417	161418	28	0.2251	non-DMR
chr1	161517	161518	30	0.0831	non-DMR
chr1	161567	161568	30	0.1449	non-DMR
chr1	161667	161668	38	0.045	non-DMR
chr1	161762	161763	24	0.1439	non-DMR
chr1	161862	161863	23	0.0943	non-DMR
chr1	161872	161873	23	0.1223	flank-DMR
chr1	161884	161885	31	0.1181	flank-DMR
