chr	start	end	coverage	methylation_level	type
chr1	134622	134623	26	0.0	sub-DMR
chr1	134637	134638	29	0.1187	sub-DMR
chr1	134672	134673	27	0.0	sub-DMR
chr1	134687	134688	25	0.1362	sub-DMR
chr1	134702	134703	21	0.0	sub-DMR
chr1	134719	134720	34	0.0495	sub-DMR
chr1	134750	134751	28	0.0624	sub-DMR
chr1	134783	134784	27	0.0153	sub-DMR
chr1	134833	134834	38	0.0	sub-DMR
chr1	134849	134850	23	0.0	sub-DMR
chr1	134870	134871	36	0.0186	sub-DMR
chr1	134920	134921	34	0.173	sub-DMR
chr1	134959	134960	27	0.166	sub-DMR
chr1	134994	134995	29	0.0517	sub-DMR
chr1	135023	135024	36	0.0191	sub-DMR
chr1	135060	135061	34	0.0299	sub-DMR
chr1	135090	135091	31	0.2151	sub-DMR
chr1	135122	135123	33	0.0374	sub-DMR
chr1	135160	135161	30	0.1707	sub-DMR
chr1	135169	135170	29	0.1364	sub-DMR
chr1	135269	135270	30	0.0939	sub-DMR
chr1	135319	135320	32	0.078	sub-DMR
chr1	135419	135420	24	0.0694	sub-DMR
chr1	135493	135494	39	0.0	sub-DMR
chr1	135593	135594	40	0.0787	sub-DMR
chr1	135643	135644	28	0.1164	sub-DMR
chr1	135793	135794	30	0.0	flank-DMR
chr1	135809	135810	32	0.1088	flank-DMR
chr1	135819	135820	27	0.0874	flank-DMR
chr1	135973	135974	19	0.0726	flank-DMR
chr1	136047	136048	33	0.1086	flank-DMR
