chr	start	end	coverage	methylation_level	type
chr1	134622	134623	31	0.0758	sub-DMR
chr1	134637	134638	35	0.0474	sub-DMR
chr1	134672	134673	32	0.0629	sub-DMR
chr1	134687	134688	32	0.0915	sub-DMR
chr1	134702	134703	29	0.0325	sub-DMR
chr1	134719	134720	32	0.0387	sub-DMR
chr1	134750	134751	33	0.0221	sub-DMR
chr1	134783	134784	39	0.1125	sub-DMR
chr1	134833	134834	31	0.0246	sub-DMR
chr1	134849	134850	29	0.1405	sub-DMR
chr1	134870	134871	36	0.1247	sub-DMR
chr1	134920	134921	23	0.2769	sub-DMR
chr1	134959	134960	27	0.2669	sub-DMR
chr1	134994	134995	32	0.2807	sub-DMR
chr1	135023	135024	28	0.3231	sub-DMR
chr1	135060	135061	41	0.3114	sub-DMR
chr1	135090	135091	32	0.3988	sub-DMR
chr1	135122	135123	24	0.3365	sub-DMR
chr1	135160	135161	28	0.4701	sub-DMR
chr1	135169	135170	30	0.2259	sub-DMR
chr1	135269	135270	36	0.137	sub-DMR
chr1	135319	135320	25	0.0	sub-DMR
chr1	135419	135420	26	0.022	sub-DMR
chr1	135493	135494	24	0.0507	sub-DMR
chr1	135593	135594	31	0.0817	sub-DMR
chr1	135643	135644	40	0.0389	sub-DMR
chr1	135793	135794	19	0.0581	flank-DMR
chr1	135809	135810	29	0.0326	flank-DMR
chr1	135819	135820	30	0.1746	flank-DMR
chr1	135973	135974	33	0.0489	flank-DMR
chr1	136047	136048	27	0.1528	flank-DMR
