chr	start	end	coverage	methylation_level	type
chr1	134622	134623	29	0.0	sub-DMR
chr1	134637	134638	34	0.1882	sub-DMR
chr1	134672	134673	16	0.0926	sub-DMR
chr1	134687	134688	33	0.0909	sub-DMR
chr1	134702	134703	31	0.038	sub-DMR
chr1	134719	134720	28	0.135	sub-DMR
chr1	134750	134751	30	0.1795	sub-DMR
chr1	134783	134784	34	0.0935	sub-DMR
chr1	134833	134834	25	0.0811	sub-DMR
chr1	134849	134850	25	0.0861	sub-DMR
chr1	134870	134871	28	0.118	sub-DMR
chr1	134920	134921	38	0.2398	sub-DMR
chr1	134959	134960	31	0.2492	sub-DMR
chr1	134994	134995	22	0.2577	sub-DMR
chr1	135023	135024	29	0.331	sub-DMR
chr1	135060	135061	32	0.2947	sub-DMR
chr1	135090	135091	33	0.381	sub-DMR
chr1	135122	135123	26	0.2541	sub-DMR
chr1	135160	135161	26	0.4878	sub-DMR
chr1	135169	135170	22	0.2745	sub-DMR
chr1	135269	135270	36	0.1103	sub-DMR
chr1	135319	135320	29	0.0198	sub-DMR
chr1	135419	135420	25	0.125	sub-DMR
chr1	135493	135494	30	0.0095	sub-DMR
chr1	135593	135594	28	0.0997	sub-DMR
chr1	135643	135644	30	0.0943	sub-DMR
chr1	135793	135794	33	0.0	flank-DMR
chr1	135809	135810	30	0.0801	flank-DMR
chr1	135819	135820	29	0.2444	flank-DMR
chr1	135973	135974	33	0.1133	flank-DMR
chr1	136047	136048	24	0.0509	flank-DMR
