chr	start	end	coverage	methylation_level	type
chr1	134622	134623	31	0.0	sub-DMR
chr1	134637	134638	27	0.1046	sub-DMR
chr1	134672	134673	33	0.0706	sub-DMR
chr1	134687	134688	37	0.0322	sub-DMR
chr1	134702	134703	25	0.1452	sub-DMR
chr1	134719	134720	29	0.0675	sub-DMR
chr1	134750	134751	27	0.0149	sub-DMR
chr1	134783	134784	29	0.1405	sub-DMR
chr1	134833	134834	28	0.0	sub-DMR
chr1	134849	134850	24	0.2133	sub-DMR
chr1	134870	134871	17	0.1456	sub-DMR
chr1	134920	134921	32	0.3232	sub-DMR
chr1	134959	134960	32	0.3337	sub-DMR
chr1	134994	134995	28	0.2179	sub-DMR
chr1	135023	135024	28	0.3147	sub-DMR
chr1	135060	135061	21	0.2611	sub-DMR
chr1	135090	135091	30	0.3622	sub-DMR
chr1	135122	135123	27	0.3073	sub-DMR
chr1	135160	135161	30	0.5204	sub-DMR
chr1	135169	135170	32	0.3378	sub-DMR
chr1	135269	135270	26	0.2253	sub-DMR
chr1	135319	135320	21	0.0862	sub-DMR
chr1	135419	135420	24	0.0	sub-DMR
chr1	135493	135494	38	0.0164	sub-DMR
chr1	135593	135594	23	0.1238	sub-DMR
chr1	135643	135644	26	0.0809	sub-DMR
chr1	135793	135794	28	0.0	flank-DMR
chr1	135809	135810	30	0.0513	flank-DMR
chr1	135819	135820	38	0.2493	flank-DMR
chr1	135973	135974	30	0.082	flank-DMR
chr1	136047	136048	24	0.175	flank-DMR
