chr	start	end	coverage	methylation_level	type
chr1	104607	104608	21	0.5719	non-DMR
chr1	104629	104630	35	0.6829	non-DMR
chr1	104659	104660	29	0.6537	non-DMR
chr1	104688	104689	27	0.7125	non-DMR
chr1	104703	104704	32	0.5171	non-DMR
chr1	104722	104723	27	0.7561	non-DMR
chr1	104745	104746	31	0.7054	non-DMR
chr1	104760	104761	37	0.6257	non-DMR
chr1	104791	104792	22	0.6426	non-DMR
chr1	104817	104818	30	0.7223	non-DMR
chr1	104832	104833	30	0.6829	non-DMR
chr1	104869	104870	35	0.6311	non-DMR
chr1	104912	104913	21	0.5705	non-DMR
chr1	104946	104947	32	0.633	non-DMR
chr1	104972	104973	32	0.5789	non-DMR
chr1	105012	105013	22	0.6549	non-DMR
chr1	105054	105055	25	0.6165	non-DMR
chr1	105089	105090	35	0.8002	non-DMR
chr1	105109	105110	34	0.5223	non-DMR
chr1	105143	105144	37	0.7636	non-DMR
chr1	105158	105159	26	0.613	non-DMR
chr1	105228	105229	41	0.7275	non-DMR
chr1	105328	105329	26	0.7433	non-DMR
chr1	105401	105402	34	0.6701	non-DMR
chr1	105501	105502	29	0.6501	non-DMR
chr1	105568	105569	33	0.7432	non-DMR
chr1	105668	105669	24	0.6707	non-DMR
chr1	105676	105677	30	0.7329	flank-DMR
chr1	105762	105763	23	0.5924	flank-DMR
