chr	start	end	coverage	methylation_level	type
chr1	104607	104608	25	0.6519	non-DMR
chr1	104629	104630	32	0.6735	non-DMR
chr1	104659	104660	32	0.6993	non-DMR
chr1	104688	104689	31	0.7245	non-DMR
chr1	104703	104704	32	0.555	non-DMR
chr1	104722	104723	32	0.7768	non-DMR
chr1	104745	104746	33	0.6662	non-DMR
chr1	104760	104761	29	0.7125	non-DMR
chr1	104817	104818	27	0.6993	non-DMR
chr1	104832	104833	32	0.6786	non-DMR
chr1	104869	104870	31	0.6085	non-DMR
chr1	104912	104913	36	0.5043	non-DMR
chr1	104946	104947	24	0.517	non-DMR
chr1	104972	104973	25	0.6418	non-DMR
chr1	105012	105013	27	0.5964	non-DMR
chr1	105054	105055	35	0.6976	non-DMR
chr1	105089	105090	30	0.7711	non-DMR
chr1	105109	105110	29	0.5469	non-DMR
chr1	105143	105144	33	0.6818	non-DMR
chr1	105158	105159	25	0.7119	non-DMR
chr1	105228	105229	39	0.7292	non-DMR
chr1	105328	105329	30	0.7214	non-DMR
chr1	105401	105402	32	0.6368	non-DMR
chr1	105501	105502	29	0.5522	non-DMR
chr1	105568	105569	30	0.7592	non-DMR
chr1	105668	105669	33	0.5896	non-DMR
chr1	105676	105677	24	0.6684	flank-DMR
chr1	105762	105763	29	0.6246	flank-DMR
