chr	start	end	coverage	methylation_level	type
chr1	200756	200757	27	0.8074	good-DMR
chr1	200771	200772	26	0.6371	good-DMR
chr1	200787	200788	27	0.6744	good-DMR
chr1	200837	200838	38	0.8784	good-DMR
chr1	200871	200872	26	0.839	good-DMR
chr1	200921	200922	34	0.6946	good-DMR
chr1	200971	200972	24	0.7864	good-DMR
chr1	200994	200995	24	0.8473	good-DMR
chr1	201011	201012	34	0.8517	good-DMR
chr1	201061	201062	30	0.8471	good-DMR
chr1	201092	201093	35	0.6186	good-DMR
chr1	201127	201128	23	0.9386	good-DMR
chr1	201156	201157	26	0.6647	good-DMR
chr1	201204	201205	32	0.8092	good-DMR
chr1	201247	201248	29	0.789	good-DMR
chr1	201268	201269	32	0.5771	good-DMR
chr1	201279	201280	22	0.6398	good-DMR
chr1	201329	201330	31	0.6382	good-DMR
chr1	201429	201430	37	0.7179	good-DMR
chr1	201529	201530	35	0.8672	good-DMR
chr1	201629	201630	34	0.7067	good-DMR
chr1	201721	201722	28	0.8103	good-DMR
chr1	201798	201799	29	0.7564	good-DMR
chr1	201842	201843	17	0.8286	flank-DMR
chr1	201874	201875	37	0.6516	flank-DMR
chr1	201878	201879	27	0.6695	flank-DMR
chr1	201898	201899	41	0.8864	flank-DMR
chr1	201940	201941	29	0.8097	flank-DMR
chr1	202078	202079	35	0.6947	flank-DMR
chr1	202138	202139	27	0.8595	flank-DMR
chr1	202232	202233	28	0.7948	flank-DMR
chr1	202276	202277	35	0.7845	flank-DMR
chr1	202294	202295	32	0.7338	flank-DMR
