chr	start	end	coverage	methylation_level	type
chr1	158433	158434	28	0.8689	inconsistent-DMR
chr1	158448	158449	36	0.6606	inconsistent-DMR
chr1	158464	158465	32	0.6442	inconsistent-DMR
chr1	158489	158490	31	0.8665	inconsistent-DMR
chr1	158539	158540	28	0.8039	inconsistent-DMR
chr1	158570	158571	28	0.6804	inconsistent-DMR
chr1	158611	158612	33	0.697	inconsistent-DMR
chr1	158640	158641	27	0.7383	inconsistent-DMR
chr1	158661	158662	22	0.724	inconsistent-DMR
chr1	158686	158687	26	0.7303	inconsistent-DMR
chr1	158707	158708	27	0.5756	inconsistent-DMR
chr1	158724	158725	26	0.7499	inconsistent-DMR
chr1	158767	158768	36	0.7401	inconsistent-DMR
chr1	158793	158794	28	0.9065	inconsistent-DMR
chr1	158812	158813	33	0.6623	inconsistent-DMR
chr1	158845	158846	28	0.8209	inconsistent-DMR
chr1	158886	158887	23	0.8777	inconsistent-DMR
chr1	158946	158947	27	0.8376	inconsistent-DMR
chr1	159046	159047	32	0.6952	inconsistent-DMR
chr1	159146	159147	24	0.67	inconsistent-DMR
chr1	159246	159247	29	0.7782	inconsistent-DMR
chr1	159393	159394	28	0.6691	flank-DMR
chr1	159405	159406	30	0.8751	flank-DMR
