chr	start	end	coverage	methylation_level	type
chr1	158433	158434	30	0.6703	inconsistent-DMR
chr1	158448	158449	22	0.6807	inconsistent-DMR
chr1	158464	158465	27	0.8704	inconsistent-DMR
chr1	158489	158490	31	0.6982	inconsistent-DMR
chr1	158539	158540	32	0.6096	inconsistent-DMR
chr1	158570	158571	32	0.5217	inconsistent-DMR
chr1	158611	158612	27	0.8345	inconsistent-DMR
chr1	158640	158641	24	0.7547	inconsistent-DMR
chr1	158661	158662	37	0.8052	inconsistent-DMR
chr1	158686	158687	29	0.707	inconsistent-DMR
chr1	158707	158708	24	0.6897	inconsistent-DMR
chr1	158724	158725	27	0.562	inconsistent-DMR
chr1	158767	158768	39	0.7558	inconsistent-DMR
chr1	158793	158794	29	0.6969	inconsistent-DMR
chr1	158812	158813	26	0.6474	inconsistent-DMR
chr1	158845	158846	36	0.7428	inconsistent-DMR
chr1	158886	158887	31	0.7408	inconsistent-DMR
chr1	158946	158947	33	0.6471	inconsistent-DMR
chr1	159046	159047	25	0.6973	inconsistent-DMR
chr1	159146	159147	34	0.8632	inconsistent-DMR
chr1	159246	159247	29	0.5421	inconsistent-DMR
chr1	159393	159394	31	0.6266	flank-DMR
chr1	159405	159406	29	0.8201	flank-DMR
