chr	start	end	coverage	methylation_level	type
chr1	158433	158434	26	0.7312	inconsistent-DMR
chr1	158448	158449	36	0.842	inconsistent-DMR
chr1	158464	158465	33	0.871	inconsistent-DMR
chr1	158489	158490	37	0.7392	inconsistent-DMR
chr1	158539	158540	35	0.5944	inconsistent-DMR
chr1	158570	158571	26	0.6074	inconsistent-DMR
chr1	158611	158612	25	0.9515	inconsistent-DMR
chr1	158640	158641	25	0.8093	inconsistent-DMR
chr1	158661	158662	30	0.7684	inconsistent-DMR
chr1	158686	158687	30	0.6364	inconsistent-DMR
chr1	158707	158708	31	0.6739	inconsistent-DMR
chr1	158724	158725	31	0.5822	inconsistent-DMR
chr1	158767	158768	36	0.581	inconsistent-DMR
chr1	158793	158794	33	0.7222	inconsistent-DMR
chr1	158812	158813	36	0.6532	inconsistent-DMR
chr1	158845	158846	29	0.754	inconsistent-DMR
chr1	158886	158887	27	0.748	inconsistent-DMR
chr1	158946	158947	14	0.7539	inconsistent-DMR
chr1	159046	159047	18	0.643	inconsistent-DMR
chr1	159146	159147	28	0.8453	inconsistent-DMR
chr1	159246	159247	28	0.5108	inconsistent-DMR
chr1	159393	159394	27	0.5398	flank-DMR
chr1	159405	159406	30	0.9342	flank-DMR
