chr	start	end	coverage	methylation_level	type
chr1	158433	158434	38	0.7281	inconsistent-DMR
chr1	158448	158449	39	0.8142	inconsistent-DMR
chr1	158464	158465	25	0.7742	inconsistent-DMR
chr1	158489	158490	31	0.7346	inconsistent-DMR
chr1	158539	158540	38	0.5828	inconsistent-DMR
chr1	158570	158571	25	0.6147	inconsistent-DMR
chr1	158611	158612	24	0.8936	inconsistent-DMR
chr1	158640	158641	38	0.8227	inconsistent-DMR
chr1	158661	158662	30	0.8309	inconsistent-DMR
chr1	158686	158687	20	0.7178	inconsistent-DMR
chr1	158707	158708	21	0.703	inconsistent-DMR
chr1	158724	158725	26	0.5534	inconsistent-DMR
chr1	158767	158768	27	0.6079	inconsistent-DMR
chr1	158793	158794	25	0.9008	inconsistent-DMR
chr1	158812	158813	28	0.6822	inconsistent-DMR
chr1	158845	158846	33	0.706	inconsistent-DMR
chr1	158886	158887	23	0.8579	inconsistent-DMR
chr1	158946	158947	29	0.7224	inconsistent-DMR
chr1	159046	159047	24	0.716	inconsistent-DMR
chr1	159146	159147	40	0.8057	inconsistent-DMR
chr1	159246	159247	22	0.5701	inconsistent-DMR
chr1	159393	159394	37	0.6872	flank-DMR
chr1	159405	159406	26	0.7653	flank-DMR
