chr	start	end	coverage	methylation_level	type
chr1	158433	158434	33	0.8407	inconsistent-DMR
chr1	158448	158449	31	0.6759	inconsistent-DMR
chr1	158464	158465	23	0.6007	inconsistent-DMR
chr1	158489	158490	20	0.8435	inconsistent-DMR
chr1	158539	158540	39	0.8169	inconsistent-DMR
chr1	158570	158571	28	0.6894	inconsistent-DMR
chr1	158611	158612	26	0.8298	inconsistent-DMR
chr1	158640	158641	30	0.6016	inconsistent-DMR
chr1	158661	158662	27	0.6885	inconsistent-DMR
chr1	158686	158687	23	0.7421	inconsistent-DMR
chr1	158707	158708	34	0.5499	inconsistent-DMR
chr1	158724	158725	22	0.7431	inconsistent-DMR
chr1	158767	158768	35	0.8466	inconsistent-DMR
chr1	158793	158794	29	0.8995	inconsistent-DMR
chr1	158812	158813	34	0.5712	inconsistent-DMR
chr1	158845	158846	29	0.7578	inconsistent-DMR
chr1	158886	158887	25	0.9205	inconsistent-DMR
chr1	158946	158947	29	0.8428	inconsistent-DMR
chr1	159046	159047	36	0.5521	inconsistent-DMR
chr1	159146	159147	27	0.6815	inconsistent-DMR
chr1	159246	159247	29	0.6902	inconsistent-DMR
chr1	159393	159394	24	0.6862	flank-DMR
chr1	159405	159406	29	0.8457	flank-DMR
