chr	start	end	coverage	methylation_level	type
chr1	158433	158434	23	0.779	inconsistent-DMR
chr1	158448	158449	33	0.6986	inconsistent-DMR
chr1	158464	158465	29	0.6962	inconsistent-DMR
chr1	158489	158490	28	0.7982	inconsistent-DMR
chr1	158539	158540	26	0.8705	inconsistent-DMR
chr1	158570	158571	25	0.7133	inconsistent-DMR
chr1	158611	158612	23	0.8808	inconsistent-DMR
chr1	158640	158641	34	0.628	inconsistent-DMR
chr1	158661	158662	38	0.6847	inconsistent-DMR
chr1	158686	158687	34	0.8379	inconsistent-DMR
chr1	158707	158708	29	0.6527	inconsistent-DMR
chr1	158724	158725	30	0.6413	inconsistent-DMR
chr1	158767	158768	28	0.7663	inconsistent-DMR
chr1	158793	158794	34	0.8309	inconsistent-DMR
chr1	158812	158813	33	0.6105	inconsistent-DMR
chr1	158845	158846	22	0.8546	inconsistent-DMR
chr1	158886	158887	33	0.8772	inconsistent-DMR
chr1	158946	158947	29	0.8255	inconsistent-DMR
chr1	159046	159047	38	0.5849	inconsistent-DMR
chr1	159146	159147	29	0.6895	inconsistent-DMR
chr1	159246	159247	32	0.7227	inconsistent-DMR
chr1	159393	159394	30	0.6474	flank-DMR
chr1	159405	159406	31	0.8562	flank-DMR
