chr	start	end	coverage	methylation_level	type
chr1	158433	158434	30	0.9063	inconsistent-DMR
chr1	158448	158449	35	0.581	inconsistent-DMR
chr1	158464	158465	41	0.6528	inconsistent-DMR
chr1	158489	158490	27	0.802	inconsistent-DMR
chr1	158539	158540	27	0.7289	inconsistent-DMR
chr1	158570	158571	32	0.7142	inconsistent-DMR
chr1	158611	158612	29	0.7369	inconsistent-DMR
chr1	158640	158641	30	0.6131	inconsistent-DMR
chr1	158661	158662	21	0.7092	inconsistent-DMR
chr1	158686	158687	28	0.8288	inconsistent-DMR
chr1	158707	158708	24	0.6582	inconsistent-DMR
chr1	158724	158725	34	0.7395	inconsistent-DMR
chr1	158767	158768	28	0.721	inconsistent-DMR
chr1	158793	158794	30	0.8468	inconsistent-DMR
chr1	158812	158813	26	0.5434	inconsistent-DMR
chr1	158845	158846	36	0.7946	inconsistent-DMR
chr1	158886	158887	30	0.8481	inconsistent-DMR
chr1	158946	158947	34	0.8785	inconsistent-DMR
chr1	159046	159047	36	0.5524	inconsistent-DMR
chr1	159146	159147	29	0.6492	inconsistent-DMR
chr1	159246	159247	27	0.7403	inconsistent-DMR
chr1	159393	159394	30	0.6225	flank-DMR
chr1	159405	159406	21	0.826	flank-DMR
