chr	start	end	coverage	methylation_level	type
chr1	194453	194454	41	0.8873	good-DMR
chr1	194494	194495	31	0.8658	good-DMR
chr1	194522	194523	25	0.8994	good-DMR
chr1	194549	194550	17	0.8998	good-DMR
chr1	194593	194594	36	0.9204	good-DMR
chr1	194643	194644	33	0.8043	good-DMR
chr1	194684	194685	38	0.878	good-DMR
chr1	194716	194717	32	0.8331	good-DMR
chr1	194731	194732	29	0.7948	good-DMR
chr1	194761	194762	36	0.8973	good-DMR
chr1	194780	194781	30	0.8645	good-DMR
chr1	194815	194816	35	0.8627	good-DMR
chr1	194839	194840	22	0.6862	good-DMR
chr1	194889	194890	28	0.7508	good-DMR
chr1	194939	194940	31	0.9944	good-DMR
chr1	194980	194981	28	0.9356	good-DMR
chr1	194991	194992	22	0.9125	good-DMR
chr1	195052	195053	28	0.788	good-DMR
chr1	195152	195153	29	0.6909	good-DMR
chr1	195244	195245	29	0.9643	good-DMR
chr1	195344	195345	35	0.8611	good-DMR
chr1	195394	195395	28	0.7165	good-DMR
chr1	195444	195445	25	0.9606	good-DMR
chr1	195528	195529	29	0.8289	good-DMR
chr1	195554	195555	23	0.7778	flank-DMR
chr1	195562	195563	15	0.7861	flank-DMR
chr1	195606	195607	18	0.9133	flank-DMR
chr1	195714	195715	29	0.8164	flank-DMR
chr1	195716	195717	31	0.9922	flank-DMR
chr1	195790	195791	28	0.8708	flank-DMR
chr1	195852	195853	35	0.9127	flank-DMR
chr1	195906	195907	30	0.9499	flank-DMR
chr1	195924	195925	35	0.8092	flank-DMR
chr1	195952	195953	29	0.7553	flank-DMR
