chr	start	end	coverage	methylation_level	type
chr1	150457	150458	33	0.5093	good-DMR
chr1	150481	150482	26	0.5285	good-DMR
chr1	150521	150522	38	0.6416	good-DMR
chr1	150550	150551	28	0.6748	good-DMR
chr1	150600	150601	33	0.5875	good-DMR
chr1	150615	150616	29	0.5567	good-DMR
chr1	150631	150632	27	0.6316	good-DMR
chr1	150665	150666	30	0.4629	good-DMR
chr1	150680	150681	30	0.4766	good-DMR
chr1	150695	150696	25	0.6375	good-DMR
chr1	150710	150711	33	0.6557	good-DMR
chr1	150741	150742	32	0.2986	good-DMR
chr1	150764	150765	33	0.4415	good-DMR
chr1	150779	150780	30	0.4518	good-DMR
chr1	150811	150812	32	0.4997	good-DMR
chr1	150855	150856	26	0.4948	good-DMR
chr1	150870	150871	27	0.4927	good-DMR
chr1	150898	150899	28	0.4367	good-DMR
chr1	150931	150932	28	0.6319	good-DMR
chr1	150971	150972	26	0.6457	good-DMR
chr1	150986	150987	30	0.4952	good-DMR
chr1	151004	151005	26	0.6228	good-DMR
chr1	151032	151033	26	0.591	good-DMR
chr1	151061	151062	33	0.5262	good-DMR
chr1	151099	151100	33	0.5962	good-DMR
chr1	151199	151200	40	0.6412	good-DMR
chr1	151276	151277	24	0.4319	good-DMR
chr1	151356	151357	35	0.6365	good-DMR
chr1	151439	151440	31	0.7089	good-DMR
chr1	151489	151490	30	0.6697	good-DMR
chr1	151572	151573	38	0.5269	good-DMR
chr1	151672	151673	37	0.4726	good-DMR
chr1	151722	151723	29	0.5684	good-DMR
chr1	151734	151735	33	0.8689	flank-DMR
chr1	151814	151815	29	1.0	flank-DMR
chr1	151874	151875	39	0.8985	flank-DMR
chr1	151900	151901	37	0.6681	flank-DMR
chr1	151922	151923	21	0.904	flank-DMR
chr1	151942	151943	25	0.6966	flank-DMR
chr1	151950	151951	32	0.759	flank-DMR
chr1	151962	151963	32	0.5508	flank-DMR
chr1	152104	152105	28	0.9717	flank-DMR
chr1	152124	152125	25	0.6849	flank-DMR
