chr	start	end	coverage	methylation_level	type
chr1	154063	154064	33	0.1738	good-DMR
chr1	154086	154087	38	0.0	good-DMR
chr1	154128	154129	24	0.2177	good-DMR
chr1	154178	154179	30	0.095	good-DMR
chr1	154198	154199	23	0.1212	good-DMR
chr1	154213	154214	31	0.2453	good-DMR
chr1	154244	154245	31	0.0687	good-DMR
chr1	154282	154283	30	0.2269	good-DMR
chr1	154301	154302	31	0.1395	good-DMR
chr1	154329	154330	23	0.0939	good-DMR
chr1	154349	154350	36	0.2602	good-DMR
chr1	154364	154365	26	0.1922	good-DMR
chr1	154398	154399	23	0.2157	good-DMR
chr1	154428	154429	23	0.1942	good-DMR
chr1	154445	154446	23	0.224	good-DMR
chr1	154464	154465	31	0.2515	good-DMR
chr1	154489	154490	28	0.0399	good-DMR
chr1	154517	154518	37	0.1341	good-DMR
chr1	154532	154533	29	0.1891	good-DMR
chr1	154538	154539	21	0.1915	good-DMR
chr1	154638	154639	27	0.0997	good-DMR
chr1	154738	154739	38	0.2857	good-DMR
chr1	154818	154819	35	0.0956	good-DMR
chr1	154918	154919	19	0.1818	good-DMR
chr1	155006	155007	25	0.0867	good-DMR
chr1	155170	155171	31	0.1663	flank-DMR
chr1	155178	155179	26	0.116	flank-DMR
chr1	155190	155191	33	0.268	flank-DMR
chr1	155196	155197	19	0.1229	flank-DMR
chr1	155214	155215	28	0.1124	flank-DMR
