chr1	100000	100001	0.4595
chr1	100498	100499	0.6851
chr1	100915	100916	0.5662
chr1	101005	101006	0.6337
chr1	109610	109611	0.3197
chr1	109679	109680	0.329
chr1	109784	109785	0.4212
chr1	110139	110140	0.3151
chr1	111833	111834	0.3828
chr1	111862	111863	0.4314
chr1	111864	111865	0.7724
chr1	111899	111900	0.4368
chr1	114313	114314	0.0506
chr1	114740	114741	0.2496
chr1	115208	115209	0.1865
chr1	121699	121700	0.5249
chr1	121957	121958	0.3057
chr1	122201	122202	0.4177
chr1	125700	125701	0.5472
chr1	125703	125704	0.5579
chr1	125744	125745	0.5375
chr1	125755	125756	0.6617
chr1	127337	127338	0.2399
chr1	127352	127353	0.3196
chr1	127429	127430	0.3398
chr1	129602	129603	0.2093
chr1	130034	130035	0.2405
chr1	130451	130452	0.2812
chr1	131228	131229	0.3297
chr1	131653	131654	0.5564
chr1	131970	131971	0.4577
chr1	132158	132159	0.6462
chr1	134051	134052	0.2698
chr1	134348	134349	0.3331
chr1	134636	134637	0.1884
chr1	134909	134910	0.1719
chr1	136165	136166	0.1802
chr1	136259	136260	0.2852
chr1	136451	136452	0.2174
chr1	136731	136732	0.2882
chr1	136843	136844	0.243
chr1	136989	136990	0.1654
chr1	138761	138762	0.4324
chr1	139549	139550	0.2861
chr1	139682	139683	0.5196
chr1	141558	141559	0.6745
chr1	141751	141752	0.6552
chr1	142106	142107	0.6222
chr1	142335	142336	0.7286
chr1	142389	142390	0.7254
chr1	143951	143952	0.815
chr1	143969	143970	0.7567
chr1	143985	143986	0.6441
chr1	143994	143995	0.4571
chr1	160635	160636	0.8884
chr1	160692	160693	0.7743
chr1	160877	160878	0.6934
chr1	161201	161202	0.7304
chr1	161282	161283	0.7143
chr1	161390	161391	0.5342
chr1	163124	163125	0.3182
chr1	163364	163365	0.7358
chr1	163469	163470	0.4041
chr1	163864	163865	0.5894
chr1	169714	169715	0.4719
chr1	169877	169878	0.6924
chr1	170241	170242	0.5187
chr1	170313	170314	0.5672
chr1	170735	170736	0.5364
chr1	177572	177573	0.3778
chr1	177575	177576	0.3074
chr1	177612	177613	0.2629
chr1	180237	180238	0.3572
chr1	180614	180615	0.6254
chr1	180877	180878	0.2783
chr1	181075	181076	0.5122
chr1	182108	182109	0.2694
chr1	182245	182246	0.146
chr1	182705	182706	0.1987
chr1	183071	183072	0.5489
chr1	189232	189233	0.7331
chr1	189507	189508	0.9989
chr1	189793	189794	0.501
chr1	189987	189988	0.3926
chr1	190136	190137	0.9251
chr1	190990	190991	0.4234
chr1	191110	191111	0.3048
chr1	191606	191607	0.4246
chr1	191784	191785	0.0849
chr1	192626	192627	0.5336
chr1	192821	192822	0.6998
chr1	192913	192914	0.6599
chr1	193353	193354	0.4395
chr1	194630	194631	0.3658
chr1	195105	195106	0.0867
chr1	195378	195379	0.2392
chr1	195439	195440	0.3639
chr1	196498	196499	0.1732
chr1	196545	196546	0.0837
chr1	196588	196589	0.3079
chr1	196611	196612	0.1356
chr1	198042	198043	0.5022
chr1	198739	198740	0.5626
chr1	199001	199002	0.5406
chr1	200983	200984	0.393
chr1	201073	201074	0.3438
chr1	201132	201133	0.1566
chr1	201313	201314	0.334
chr1	203040	203041	0.5116
chr1	203462	203463	0.3421
chr1	203823	203824	0.3118
chr1	210683	210684	0.3758
chr1	210860	210861	0.3571
chr1	210968	210969	0.2859
chr1	211031	211032	0.2574
chr1	211457	211458	0.2968
chr1	211554	211555	0.2261
chr1	212381	212382	0.53
chr1	212682	212683	0.2936
chr1	212834	212835	0.2775
chr1	212946	212947	0.5404
chr1	214060	214061	0.7601
chr1	214475	214476	0.8442
chr1	214846	214847	0.7012
chr1	215070	215071	0.6545
chr1	216962	216963	0.6784
chr1	216998	216999	0.7308
chr1	217018	217019	0.5182
chr1	217039	217040	0.7098
chr1	217145	217146	0.7329
chr1	217191	217192	0.5702
chr1	217233	217234	0.5035
chr1	217271	217272	0.6164
chr1	217305	217306	0.3859
chr1	217321	217322	0.4953
chr1	217330	217331	0.5191
chr1	217344	217345	0.6431
chr1	217354	217355	0.611
chr1	217371	217372	0.6437
chr1	217404	217405	0.6109
chr1	217407	217408	0.4731
chr1	217432	217433	0.4859
chr1	217469	217470	0.4664
chr1	217507	217508	0.7168
chr1	217532	217533	0.3975
chr1	217563	217564	0.402
chr1	217600	217601	0.7077
chr1	217610	217611	0.4736
chr1	217651	217652	0.5247
chr1	217664	217665	0.5934
chr1	217712	217713	0.725
chr1	217759	217760	0.5483
chr1	217807	217808	0.5824
chr1	217874	217875	0.3747
chr1	217902	217903	0.6189
chr1	217930	217931	0.6485
chr1	217968	217969	0.5856
chr1	217974	217975	0.6747
chr1	218006	218007	0.5956
chr1	218018	218019	0.4564
chr1	218020	218021	0.6565
chr1	219080	219081	0.7555
chr1	219395	219396	0.4982
chr1	219590	219591	0.6271
chr1	219748	219749	0.5873
chr1	222887	222888	0.7747
chr1	223359	223360	0.7929
chr1	223851	223852	0.6163
chr1	223908	223909	0.62
chr1	223968	223969	0.6459
chr1	224018	224019	0.7653
chr1	225711	225712	0.3171
chr1	225749	225750	0.2628
chr1	225777	225778	0.3193
chr1	225818	225819	0.3877
chr1	228221	228222	0.3616
chr1	228599	228600	0.3945
chr1	228803	228804	0.3593
chr1	229100	229101	0.6567
chr1	229181	229182	0.3554
chr1	230325	230326	0.7402
chr1	230455	230456	0.8177
chr1	230730	230731	0.8161
chr1	230992	230993	0.5693
chr1	231289	231290	0.7897
