chr1	100000	100001	0.4941
chr1	100498	100499	0.632
chr1	100915	100916	0.62
chr1	101005	101006	0.6672
chr1	109610	109611	0.2564
chr1	109679	109680	0.3291
chr1	109784	109785	0.3514
chr1	110139	110140	0.2732
chr1	111833	111834	0.4138
chr1	111862	111863	0.407
chr1	111864	111865	0.8178
chr1	111899	111900	0.4575
chr1	114313	114314	0.0406
chr1	114740	114741	0.2343
chr1	115133	115134	0.0425
chr1	115208	115209	0.2402
chr1	121699	121700	0.4891
chr1	121774	121775	0.395
chr1	121957	121958	0.2933
chr1	122201	122202	0.3503
chr1	125700	125701	0.5736
chr1	125744	125745	0.5945
chr1	125755	125756	0.6396
chr1	127337	127338	0.2422
chr1	127352	127353	0.2689
chr1	127383	127384	0.2095
chr1	127429	127430	0.3458
chr1	129602	129603	0.243
chr1	130034	130035	0.1985
chr1	130451	130452	0.3437
chr1	131228	131229	0.3735
chr1	131653	131654	0.6672
chr1	131970	131971	0.4126
chr1	132158	132159	0.6292
chr1	134051	134052	0.3064
chr1	134348	134349	0.3244
chr1	134636	134637	0.2285
chr1	134909	134910	0.2057
chr1	136165	136166	0.1631
chr1	136259	136260	0.3211
chr1	136451	136452	0.2746
chr1	136731	136732	0.2505
chr1	136843	136844	0.2256
chr1	136989	136990	0.1589
chr1	138761	138762	0.4681
chr1	139064	139065	0.2324
chr1	139549	139550	0.2415
chr1	139682	139683	0.4671
chr1	141334	141335	0.8762
chr1	141558	141559	0.6859
chr1	141751	141752	0.6494
chr1	142106	142107	0.6244
chr1	142389	142390	0.7708
chr1	143951	143952	0.7649
chr1	143985	143986	0.6758
chr1	143994	143995	0.4772
chr1	160635	160636	0.8582
chr1	160692	160693	0.7902
chr1	160877	160878	0.6913
chr1	161201	161202	0.6296
chr1	161282	161283	0.7252
chr1	161390	161391	0.5017
chr1	163124	163125	0.3445
chr1	163364	163365	0.6931
chr1	163469	163470	0.3708
chr1	163864	163865	0.568
chr1	169714	169715	0.465
chr1	169877	169878	0.6762
chr1	170241	170242	0.5196
chr1	170313	170314	0.5686
chr1	170735	170736	0.5844
chr1	177572	177573	0.3358
chr1	177575	177576	0.3079
chr1	177606	177607	0.6563
chr1	177612	177613	0.2676
chr1	180237	180238	0.3992
chr1	180614	180615	0.5825
chr1	180877	180878	0.2636
chr1	181075	181076	0.4969
chr1	182108	182109	0.2366
chr1	182245	182246	0.0906
chr1	182705	182706	0.14
chr1	189232	189233	1.0
chr1	189507	189508	0.0001
chr1	189793	189794	0.8201
chr1	189987	189988	0.9609
chr1	190136	190137	0.9741
chr1	190990	190991	0.3898
chr1	191110	191111	0.3584
chr1	191606	191607	0.4245
chr1	191784	191785	0.1105
chr1	192626	192627	0.5076
chr1	192821	192822	0.6808
chr1	192913	192914	0.7053
chr1	193353	193354	0.4217
chr1	194630	194631	0.3862
chr1	195105	195106	0.1313
chr1	195378	195379	0.2193
chr1	195439	195440	0.3498
chr1	196498	196499	0.2285
chr1	196545	196546	0.1182
chr1	196588	196589	0.2884
chr1	196611	196612	0.0942
chr1	198042	198043	0.4577
chr1	198333	198334	0.4637
chr1	198739	198740	0.5198
chr1	199001	199002	0.4874
