chr	start	end	coverage	methylation_level	type
chr1	161929	161930	29	0.2419	non-DMR
chr1	161979	161980	34	0.1672	non-DMR
chr1	162000	162001	24	0.3456	non-DMR
chr1	162031	162032	36	0.2815	non-DMR
chr1	162081	162082	29	0.1437	non-DMR
chr1	162118	162119	32	0.3022	non-DMR
chr1	162158	162159	35	0.0578	non-DMR
chr1	162187	162188	29	0.272	non-DMR
chr1	162211	162212	27	0.292	non-DMR
chr1	162246	162247	30	0.267	non-DMR
chr1	162278	162279	32	0.3302	non-DMR
chr1	162318	162319	41	0.2645	non-DMR
chr1	162368	162369	24	0.335	non-DMR
chr1	162380	162381	25	0.313	non-DMR
chr1	162453	162454	29	0.2529	non-DMR
chr1	162513	162514	29	0.1262	non-DMR
chr1	162613	162614	33	0.1655	non-DMR
chr1	162713	162714	20	0.1787	non-DMR
chr1	162794	162795	27	0.2203	non-DMR
chr1	162878	162879	32	0.0482	flank-DMR
