chr	start	end	coverage	methylation_level	type
chr1	193421	193422	33	0.6986	non-DMR
chr1	193454	193455	29	0.7418	non-DMR
chr1	193474	193475	24	0.8361	non-DMR
chr1	193492	193493	31	0.6653	non-DMR
chr1	193510	193511	32	0.7986	non-DMR
chr1	193525	193526	34	0.7051	non-DMR
chr1	193543	193544	34	0.6729	non-DMR
chr1	193567	193568	31	0.7313	non-DMR
chr1	193593	193594	23	0.8593	non-DMR
chr1	193635	193636	24	0.7158	non-DMR
chr1	193650	193651	33	0.7877	non-DMR
chr1	193666	193667	30	0.6862	non-DMR
chr1	193687	193688	32	0.6519	non-DMR
chr1	193724	193725	37	0.7911	non-DMR
chr1	193744	193745	35	0.7469	non-DMR
chr1	193763	193764	25	0.6488	non-DMR
chr1	193791	193792	25	0.712	non-DMR
chr1	193841	193842	24	0.6647	non-DMR
chr1	193872	193873	35	0.6046	non-DMR
chr1	193890	193891	33	0.8207	non-DMR
chr1	193907	193908	31	0.8233	non-DMR
chr1	193957	193958	32	0.8483	non-DMR
chr1	194057	194058	27	0.7705	non-DMR
chr1	194157	194158	26	0.8005	non-DMR
chr1	194257	194258	33	0.7597	non-DMR
chr1	194357	194358	33	0.6762	non-DMR
chr1	194405	194406	27	0.7737	flank-DMR
chr1	194443	194444	32	0.6885	flank-DMR
