chr	start	end	coverage	methylation_level	type
chr1	178266	178267	30	0.1107	non-DMR
chr1	178290	178291	27	0.1502	non-DMR
chr1	178305	178306	30	0.0607	non-DMR
chr1	178328	178329	30	0.1136	non-DMR
chr1	178361	178362	31	0.149	non-DMR
chr1	178403	178404	36	0.1753	non-DMR
chr1	178423	178424	27	0.0461	non-DMR
chr1	178455	178456	30	0.2044	non-DMR
chr1	178479	178480	30	0.052	non-DMR
chr1	178517	178518	26	0.1721	non-DMR
chr1	178543	178544	26	0.2152	non-DMR
chr1	178581	178582	30	0.2018	non-DMR
chr1	178609	178610	17	0.182	non-DMR
chr1	178658	178659	26	0.041	non-DMR
chr1	178706	178707	38	0.1348	non-DMR
chr1	178756	178757	30	0.0608	non-DMR
chr1	178855	178856	26	0.2097	non-DMR
chr1	178926	178927	31	0.0891	non-DMR
chr1	179026	179027	35	0.0542	non-DMR
chr1	179076	179077	35	0.1356	non-DMR
chr1	179082	179083	30	0.3002	flank-DMR
chr1	179092	179093	28	0.0003	flank-DMR
