chr	start	end	coverage	methylation_level	type
chr1	129187	129188	24	0.3376	inconsistent-DMR
chr1	129205	129206	26	0.365	inconsistent-DMR
chr1	129254	129255	27	0.6002	inconsistent-DMR
chr1	129271	129272	26	0.7349	inconsistent-DMR
chr1	129305	129306	31	0.6574	inconsistent-DMR
chr1	129325	129326	34	0.5706	inconsistent-DMR
chr1	129351	129352	38	0.3946	inconsistent-DMR
chr1	129366	129367	26	0.3262	inconsistent-DMR
chr1	129394	129395	39	0.5891	inconsistent-DMR
chr1	129436	129437	26	0.7429	inconsistent-DMR
chr1	129486	129487	35	0.7517	inconsistent-DMR
chr1	129515	129516	24	0.5667	inconsistent-DMR
chr1	129531	129532	37	0.8471	inconsistent-DMR
chr1	129576	129577	31	0.3732	inconsistent-DMR
chr1	129612	129613	28	0.4407	inconsistent-DMR
chr1	129640	129641	34	0.6818	inconsistent-DMR
chr1	129663	129664	32	0.4237	inconsistent-DMR
chr1	129671	129672	20	0.5129	inconsistent-DMR
chr1	129771	129772	34	0.6436	inconsistent-DMR
chr1	129871	129872	33	0.7657	inconsistent-DMR
chr1	129931	129932	29	0.8266	inconsistent-DMR
chr1	129998	129999	30	0.6899	inconsistent-DMR
chr1	130085	130086	24	0.3025	inconsistent-DMR
chr1	130135	130136	25	0.5328	inconsistent-DMR
chr1	130233	130234	30	0.8126	flank-DMR
