chr	start	end	coverage	methylation_level	type
chr1	129187	129188	28	0.6083	inconsistent-DMR
chr1	129205	129206	36	0.709	inconsistent-DMR
chr1	129254	129255	32	0.5224	inconsistent-DMR
chr1	129271	129272	26	0.534	inconsistent-DMR
chr1	129305	129306	29	0.4302	inconsistent-DMR
chr1	129325	129326	45	0.7014	inconsistent-DMR
chr1	129351	129352	24	0.698	inconsistent-DMR
chr1	129366	129367	34	0.6149	inconsistent-DMR
chr1	129394	129395	25	0.378	inconsistent-DMR
chr1	129436	129437	33	0.4728	inconsistent-DMR
chr1	129486	129487	26	0.4846	inconsistent-DMR
chr1	129515	129516	22	0.809	inconsistent-DMR
chr1	129531	129532	29	0.5925	inconsistent-DMR
chr1	129576	129577	27	0.7374	inconsistent-DMR
chr1	129612	129613	29	0.7128	inconsistent-DMR
chr1	129640	129641	22	0.3933	inconsistent-DMR
chr1	129663	129664	16	0.6326	inconsistent-DMR
chr1	129671	129672	31	0.8277	inconsistent-DMR
chr1	129771	129772	27	0.7454	inconsistent-DMR
chr1	129871	129872	22	0.5598	inconsistent-DMR
chr1	129931	129932	28	0.5734	inconsistent-DMR
chr1	129998	129999	32	0.4182	inconsistent-DMR
chr1	130085	130086	25	0.6529	inconsistent-DMR
chr1	130135	130136	32	0.3494	inconsistent-DMR
chr1	130233	130234	31	0.7474	flank-DMR
