chr	start	end	coverage	methylation_level	type
chr1	129187	129188	34	0.3202	inconsistent-DMR
chr1	129205	129206	36	0.4251	inconsistent-DMR
chr1	129254	129255	31	0.7259	inconsistent-DMR
chr1	129271	129272	24	0.7346	inconsistent-DMR
chr1	129305	129306	26	0.7669	inconsistent-DMR
chr1	129325	129326	25	0.4892	inconsistent-DMR
chr1	129351	129352	32	0.4821	inconsistent-DMR
chr1	129366	129367	33	0.3682	inconsistent-DMR
chr1	129394	129395	37	0.6342	inconsistent-DMR
chr1	129436	129437	18	0.6706	inconsistent-DMR
chr1	129486	129487	29	0.7684	inconsistent-DMR
chr1	129515	129516	27	0.5075	inconsistent-DMR
chr1	129531	129532	19	0.9116	inconsistent-DMR
chr1	129576	129577	37	0.306	inconsistent-DMR
chr1	129612	129613	22	0.47	inconsistent-DMR
chr1	129640	129641	31	0.6729	inconsistent-DMR
chr1	129663	129664	24	0.4117	inconsistent-DMR
chr1	129671	129672	26	0.5595	inconsistent-DMR
chr1	129771	129772	31	0.4409	inconsistent-DMR
chr1	129871	129872	39	0.8457	inconsistent-DMR
chr1	129931	129932	30	0.7804	inconsistent-DMR
chr1	129998	129999	25	0.6424	inconsistent-DMR
chr1	130085	130086	27	0.3974	inconsistent-DMR
chr1	130135	130136	35	0.5243	inconsistent-DMR
chr1	130233	130234	27	0.808	flank-DMR
