chr	start	end	coverage	methylation_level	type
chr1	129187	129188	34	0.5926	inconsistent-DMR
chr1	129205	129206	29	0.597	inconsistent-DMR
chr1	129254	129255	27	0.4832	inconsistent-DMR
chr1	129271	129272	21	0.4542	inconsistent-DMR
chr1	129305	129306	29	0.4928	inconsistent-DMR
chr1	129325	129326	32	0.6787	inconsistent-DMR
chr1	129351	129352	32	0.6988	inconsistent-DMR
chr1	129366	129367	35	0.6639	inconsistent-DMR
chr1	129394	129395	32	0.3418	inconsistent-DMR
chr1	129436	129437	34	0.3834	inconsistent-DMR
chr1	129486	129487	31	0.4472	inconsistent-DMR
chr1	129515	129516	32	0.7074	inconsistent-DMR
chr1	129531	129532	34	0.6834	inconsistent-DMR
chr1	129576	129577	22	0.6829	inconsistent-DMR
chr1	129612	129613	29	0.6963	inconsistent-DMR
chr1	129640	129641	27	0.4502	inconsistent-DMR
chr1	129663	129664	27	0.7497	inconsistent-DMR
chr1	129671	129672	26	0.7631	inconsistent-DMR
chr1	129771	129772	36	0.7404	inconsistent-DMR
chr1	129871	129872	33	0.4789	inconsistent-DMR
chr1	129931	129932	29	0.5796	inconsistent-DMR
chr1	129998	129999	26	0.427	inconsistent-DMR
chr1	130085	130086	35	0.6568	inconsistent-DMR
chr1	130135	130136	27	0.352	inconsistent-DMR
chr1	130233	130234	26	0.776	flank-DMR
