chr	start	end	coverage	methylation_level	type
chr1	129187	129188	34	0.5714	inconsistent-DMR
chr1	129205	129206	28	0.6808	inconsistent-DMR
chr1	129254	129255	28	0.4927	inconsistent-DMR
chr1	129271	129272	35	0.4314	inconsistent-DMR
chr1	129305	129306	30	0.4521	inconsistent-DMR
chr1	129325	129326	27	0.6235	inconsistent-DMR
chr1	129351	129352	30	0.5892	inconsistent-DMR
chr1	129366	129367	31	0.6203	inconsistent-DMR
chr1	129394	129395	25	0.3342	inconsistent-DMR
chr1	129436	129437	18	0.4657	inconsistent-DMR
chr1	129486	129487	29	0.4219	inconsistent-DMR
chr1	129515	129516	32	0.9181	inconsistent-DMR
chr1	129531	129532	25	0.577	inconsistent-DMR
chr1	129576	129577	32	0.7108	inconsistent-DMR
chr1	129612	129613	30	0.5925	inconsistent-DMR
chr1	129640	129641	29	0.3719	inconsistent-DMR
chr1	129663	129664	36	0.6522	inconsistent-DMR
chr1	129671	129672	34	0.919	inconsistent-DMR
chr1	129771	129772	26	0.7291	inconsistent-DMR
chr1	129871	129872	26	0.5881	inconsistent-DMR
chr1	129931	129932	30	0.473	inconsistent-DMR
chr1	129998	129999	24	0.4372	inconsistent-DMR
chr1	130085	130086	26	0.5507	inconsistent-DMR
chr1	130135	130136	32	0.4015	inconsistent-DMR
chr1	130233	130234	26	0.8025	flank-DMR
