chr	start	end	coverage	methylation_level	type
chr1	129187	129188	31	0.3021	inconsistent-DMR
chr1	129205	129206	28	0.4103	inconsistent-DMR
chr1	129254	129255	24	0.6806	inconsistent-DMR
chr1	129271	129272	20	0.7691	inconsistent-DMR
chr1	129305	129306	32	0.6832	inconsistent-DMR
chr1	129325	129326	24	0.384	inconsistent-DMR
chr1	129351	129352	25	0.4332	inconsistent-DMR
chr1	129366	129367	44	0.349	inconsistent-DMR
chr1	129394	129395	32	0.609	inconsistent-DMR
chr1	129436	129437	31	0.6867	inconsistent-DMR
chr1	129486	129487	35	0.7328	inconsistent-DMR
chr1	129515	129516	29	0.5743	inconsistent-DMR
chr1	129531	129532	34	0.811	inconsistent-DMR
chr1	129576	129577	32	0.4065	inconsistent-DMR
chr1	129612	129613	32	0.4533	inconsistent-DMR
chr1	129640	129641	20	0.7236	inconsistent-DMR
chr1	129663	129664	27	0.4721	inconsistent-DMR
chr1	129671	129672	37	0.5805	inconsistent-DMR
chr1	129771	129772	28	0.4998	inconsistent-DMR
chr1	129871	129872	23	0.7666	inconsistent-DMR
chr1	129931	129932	29	0.9215	inconsistent-DMR
chr1	129998	129999	28	0.6805	inconsistent-DMR
chr1	130085	130086	33	0.3419	inconsistent-DMR
chr1	130135	130136	36	0.5706	inconsistent-DMR
chr1	130233	130234	36	0.831	flank-DMR
