chr	start	end	coverage	methylation_level	type
chr1	129187	129188	29	0.5582	inconsistent-DMR
chr1	129205	129206	30	0.713	inconsistent-DMR
chr1	129254	129255	39	0.4602	inconsistent-DMR
chr1	129271	129272	31	0.4197	inconsistent-DMR
chr1	129305	129306	30	0.4351	inconsistent-DMR
chr1	129325	129326	26	0.771	inconsistent-DMR
chr1	129351	129352	30	0.5895	inconsistent-DMR
chr1	129366	129367	29	0.668	inconsistent-DMR
chr1	129394	129395	31	0.4143	inconsistent-DMR
chr1	129436	129437	39	0.4817	inconsistent-DMR
chr1	129486	129487	36	0.4334	inconsistent-DMR
chr1	129515	129516	34	0.8045	inconsistent-DMR
chr1	129531	129532	33	0.686	inconsistent-DMR
chr1	129576	129577	31	0.6531	inconsistent-DMR
chr1	129612	129613	36	0.6545	inconsistent-DMR
chr1	129640	129641	26	0.4381	inconsistent-DMR
chr1	129663	129664	30	0.7413	inconsistent-DMR
chr1	129671	129672	33	0.7515	inconsistent-DMR
chr1	129771	129772	35	0.7986	inconsistent-DMR
chr1	129871	129872	22	0.598	inconsistent-DMR
chr1	129931	129932	23	0.5609	inconsistent-DMR
chr1	129998	129999	28	0.395	inconsistent-DMR
chr1	130085	130086	28	0.6652	inconsistent-DMR
chr1	130135	130136	25	0.43	inconsistent-DMR
chr1	130233	130234	32	0.8119	flank-DMR
