chr	start	end	coverage	methylation_level	type
chr1	129187	129188	32	0.3464	inconsistent-DMR
chr1	129205	129206	37	0.5182	inconsistent-DMR
chr1	129254	129255	28	0.7525	inconsistent-DMR
chr1	129271	129272	31	0.7003	inconsistent-DMR
chr1	129305	129306	21	0.6942	inconsistent-DMR
chr1	129325	129326	27	0.4655	inconsistent-DMR
chr1	129351	129352	36	0.4159	inconsistent-DMR
chr1	129366	129367	35	0.4434	inconsistent-DMR
chr1	129394	129395	27	0.5448	inconsistent-DMR
chr1	129436	129437	30	0.6341	inconsistent-DMR
chr1	129486	129487	39	0.7613	inconsistent-DMR
chr1	129515	129516	37	0.4555	inconsistent-DMR
chr1	129531	129532	28	0.8497	inconsistent-DMR
chr1	129576	129577	32	0.3449	inconsistent-DMR
chr1	129612	129613	17	0.4411	inconsistent-DMR
chr1	129640	129641	30	0.6442	inconsistent-DMR
chr1	129663	129664	40	0.5025	inconsistent-DMR
chr1	129671	129672	30	0.5568	inconsistent-DMR
chr1	129771	129772	32	0.493	inconsistent-DMR
chr1	129871	129872	26	0.817	inconsistent-DMR
chr1	129931	129932	27	0.8015	inconsistent-DMR
chr1	129998	129999	33	0.779	inconsistent-DMR
chr1	130085	130086	33	0.3693	inconsistent-DMR
chr1	130135	130136	35	0.5974	inconsistent-DMR
chr1	130233	130234	20	0.8609	flank-DMR
