chr	start	end	coverage	methylation_level	type
chr1	138760	138761	18	0.6725	non-DMR
chr1	138775	138776	28	0.3964	non-DMR
chr1	138803	138804	31	0.6439	non-DMR
chr1	138853	138854	25	0.6584	non-DMR
chr1	138903	138904	30	0.6143	non-DMR
chr1	138933	138934	29	0.5775	non-DMR
chr1	138951	138952	31	0.6015	non-DMR
chr1	138966	138967	24	0.6101	non-DMR
chr1	139013	139014	33	0.5704	non-DMR
chr1	139036	139037	23	0.6675	non-DMR
chr1	139077	139078	33	0.7003	non-DMR
chr1	139127	139128	33	0.679	non-DMR
chr1	139147	139148	28	0.6879	non-DMR
chr1	139172	139173	31	0.5985	non-DMR
chr1	139222	139223	25	0.5718	non-DMR
chr1	139249	139250	30	0.4414	non-DMR
chr1	139289	139290	23	0.5922	non-DMR
chr1	139297	139298	31	0.5154	non-DMR
chr1	139347	139348	26	0.6687	non-DMR
chr1	139447	139448	33	0.5673	non-DMR
chr1	139547	139548	22	0.5347	non-DMR
chr1	139647	139648	28	0.6419	non-DMR
chr1	139747	139748	32	0.6513	non-DMR
chr1	139809	139810	31	0.5079	flank-DMR
chr1	139831	139832	32	0.6669	flank-DMR
