chr	start	end	coverage	methylation_level	type
chr1	190853	190854	30	0.5541	non-DMR
chr1	190872	190873	31	0.5375	non-DMR
chr1	190917	190918	32	0.6744	non-DMR
chr1	190947	190948	33	0.5556	non-DMR
chr1	190983	190984	30	0.5581	non-DMR
chr1	191005	191006	25	0.7484	non-DMR
chr1	191046	191047	30	0.699	non-DMR
chr1	191096	191097	35	0.6878	non-DMR
chr1	191128	191129	34	0.758	non-DMR
chr1	191145	191146	30	0.698	non-DMR
chr1	191189	191190	29	0.8259	non-DMR
chr1	191215	191216	25	0.7003	non-DMR
chr1	191260	191261	33	0.554	non-DMR
chr1	191275	191276	27	0.5962	non-DMR
chr1	191300	191301	31	0.8009	non-DMR
chr1	191316	191317	25	0.8241	non-DMR
chr1	191336	191337	26	0.6626	non-DMR
chr1	191356	191357	42	0.6805	non-DMR
chr1	191406	191407	39	0.8276	non-DMR
chr1	191425	191426	26	0.8048	non-DMR
chr1	191525	191526	30	0.6908	non-DMR
chr1	191625	191626	26	0.7611	non-DMR
chr1	191725	191726	27	0.8025	non-DMR
chr1	191825	191826	27	0.5647	non-DMR
chr1	191925	191926	29	0.6121	non-DMR
chr1	191949	191950	23	0.6209	flank-DMR
