chr	start	end	coverage	methylation_level	type
chr1	173630	173631	31	0.3816	non-DMR
chr1	173646	173647	28	0.2416	non-DMR
chr1	173666	173667	31	0.1712	non-DMR
chr1	173704	173705	29	0.0936	non-DMR
chr1	173735	173736	28	0.3711	non-DMR
chr1	173767	173768	32	0.2274	non-DMR
chr1	173789	173790	30	0.2256	non-DMR
chr1	173818	173819	34	0.1265	non-DMR
chr1	173857	173858	36	0.2832	non-DMR
chr1	173875	173876	22	0.2925	non-DMR
chr1	173907	173908	22	0.2036	non-DMR
chr1	173922	173923	32	0.2236	non-DMR
chr1	173972	173973	31	0.1766	non-DMR
chr1	174002	174003	29	0.1711	non-DMR
chr1	174052	174053	38	0.4027	non-DMR
chr1	174066	174067	29	0.3788	non-DMR
chr1	174166	174167	34	0.25	non-DMR
chr1	174255	174256	25	0.166	non-DMR
chr1	174332	174333	28	0.118	non-DMR
chr1	174432	174433	31	0.198	non-DMR
chr1	174496	174497	32	0.4675	flank-DMR
chr1	174498	174499	28	0.1652	flank-DMR
