chr	start	end	coverage	methylation_level	type
chr1	211617	211618	28	0.8084	non-DMR
chr1	211657	211658	31	0.7552	non-DMR
chr1	211701	211702	31	0.7767	non-DMR
chr1	211748	211749	34	0.8741	non-DMR
chr1	211763	211764	22	0.7383	non-DMR
chr1	211812	211813	37	0.5862	non-DMR
chr1	211845	211846	17	0.8764	non-DMR
chr1	211893	211894	21	0.7337	non-DMR
chr1	211943	211944	20	0.7434	non-DMR
chr1	211990	211991	32	0.6774	non-DMR
chr1	212015	212016	26	0.7157	non-DMR
chr1	212056	212057	27	0.5579	non-DMR
chr1	212156	212157	30	0.6124	non-DMR
chr1	212217	212218	30	0.8275	non-DMR
chr1	212271	212272	41	0.6547	non-DMR
chr1	212371	212372	25	0.5545	non-DMR
chr1	212471	212472	32	0.7543	non-DMR
chr1	212561	212562	28	0.6824	flank-DMR
