chr	start	end	coverage	methylation_level	type
chr1	133250	133251	31	0.7813	good-DMR
chr1	133280	133281	31	0.8412	good-DMR
chr1	133295	133296	30	0.9286	good-DMR
chr1	133335	133336	32	0.8599	good-DMR
chr1	133384	133385	36	0.8252	good-DMR
chr1	133409	133410	29	0.9729	good-DMR
chr1	133429	133430	28	0.795	good-DMR
chr1	133479	133480	24	0.9275	good-DMR
chr1	133511	133512	30	1.0	good-DMR
chr1	133540	133541	32	0.989	good-DMR
chr1	133569	133570	34	0.8774	good-DMR
chr1	133619	133620	21	0.9107	good-DMR
chr1	133653	133654	35	0.8861	good-DMR
chr1	133690	133691	23	0.7221	good-DMR
chr1	133718	133719	24	0.8326	good-DMR
chr1	133734	133735	31	0.7685	good-DMR
chr1	133817	133818	30	0.8417	good-DMR
chr1	133917	133918	36	0.7495	good-DMR
chr1	133968	133969	21	0.7839	good-DMR
chr1	134068	134069	33	0.9778	good-DMR
chr1	134148	134149	34	0.8163	good-DMR
chr1	134164	134165	31	0.923	flank-DMR
chr1	134186	134187	33	0.7412	flank-DMR
chr1	134284	134285	29	0.8252	flank-DMR
chr1	134306	134307	22	0.9294	flank-DMR
chr1	134418	134419	23	0.7479	flank-DMR
chr1	134454	134455	36	0.7611	flank-DMR
chr1	134538	134539	29	0.9245	flank-DMR
chr1	134594	134595	25	0.8092	flank-DMR
chr1	134612	134613	31	0.7909	flank-DMR
