chr	start	end	coverage	methylation_level	type
chr1	133250	133251	31	0.7834	good-DMR
chr1	133280	133281	31	0.9152	good-DMR
chr1	133295	133296	36	0.9512	good-DMR
chr1	133335	133336	17	0.8636	good-DMR
chr1	133384	133385	33	0.9643	good-DMR
chr1	133409	133410	31	0.9362	good-DMR
chr1	133429	133430	36	0.77	good-DMR
chr1	133479	133480	36	0.9379	good-DMR
chr1	133511	133512	34	0.9791	good-DMR
chr1	133540	133541	30	0.8647	good-DMR
chr1	133569	133570	24	0.9097	good-DMR
chr1	133619	133620	32	0.8579	good-DMR
chr1	133653	133654	28	0.8532	good-DMR
chr1	133690	133691	32	0.7787	good-DMR
chr1	133718	133719	32	0.8083	good-DMR
chr1	133734	133735	30	0.745	good-DMR
chr1	133817	133818	31	0.7595	good-DMR
chr1	133917	133918	36	0.6997	good-DMR
chr1	133968	133969	35	0.8083	good-DMR
chr1	134068	134069	33	0.9592	good-DMR
chr1	134148	134149	27	0.8304	good-DMR
chr1	134164	134165	35	0.8551	flank-DMR
chr1	134186	134187	28	0.809	flank-DMR
chr1	134284	134285	28	0.9248	flank-DMR
chr1	134306	134307	37	0.9408	flank-DMR
chr1	134418	134419	38	0.7178	flank-DMR
chr1	134454	134455	30	0.7751	flank-DMR
chr1	134538	134539	34	0.8921	flank-DMR
chr1	134594	134595	27	0.8184	flank-DMR
chr1	134612	134613	26	0.7943	flank-DMR
