chr	start	end	coverage	methylation_level	type
chr1	133250	133251	32	0.8489	good-DMR
chr1	133280	133281	30	0.8222	good-DMR
chr1	133295	133296	31	0.9462	good-DMR
chr1	133335	133336	28	0.8788	good-DMR
chr1	133384	133385	32	0.8233	good-DMR
chr1	133409	133410	27	0.9601	good-DMR
chr1	133429	133430	34	0.8115	good-DMR
chr1	133479	133480	35	0.988	good-DMR
chr1	133511	133512	32	0.9043	good-DMR
chr1	133540	133541	26	0.9067	good-DMR
chr1	133569	133570	39	0.9285	good-DMR
chr1	133619	133620	25	0.829	good-DMR
chr1	133653	133654	26	0.8335	good-DMR
chr1	133690	133691	35	0.7216	good-DMR
chr1	133718	133719	32	0.8639	good-DMR
chr1	133734	133735	34	0.7906	good-DMR
chr1	133817	133818	37	0.8159	good-DMR
chr1	133917	133918	34	0.7919	good-DMR
chr1	133968	133969	30	0.8848	good-DMR
chr1	134068	134069	30	0.9447	good-DMR
chr1	134148	134149	26	0.8529	good-DMR
chr1	134164	134165	16	0.8252	flank-DMR
chr1	134186	134187	31	0.8217	flank-DMR
chr1	134284	134285	28	0.8704	flank-DMR
chr1	134306	134307	37	0.836	flank-DMR
chr1	134418	134419	34	0.752	flank-DMR
chr1	134454	134455	32	0.9055	flank-DMR
chr1	134538	134539	34	0.9628	flank-DMR
chr1	134594	134595	27	0.8336	flank-DMR
chr1	134612	134613	24	0.7286	flank-DMR
